2, 0.16
5, 0.16
6, -0.100001
7, -0.18
8, -0.18
9, -0.18
11, 0.200001
13, 0.129999
14, 0.129999
15, 0.129999
16, -0.030001
17, -0.030001
18, 0.200001
19, 0.200001
20, 0.040001
21, -0.380001
22, -0.380001
23, 0.040001
24, 0.040001
25, -0.17
26, -0.17
27, -0.17
28, -0.030001
29, -0.030001
30, 0.129999
31, 0.129999
32, 0.08
33, 0.08
34, 0.120001
35, 0.120001
36, -0.129999
37, -0.129999
38, -0.17
39, -0.17
40, -0.17
41, 0.189998
42, 0.189998
43, -0.069999
44, 0.050001
45, 0.050001
46, 0.149999
47, 0.149999
48, 0.23
49, -0.049999
50, 0.16
51, 0.16
52, 0.039999
53, 0.039999
54, 0.039999
55, 0.039999
56, -0.16
57, -0.16
58, -0.16
59, 0.370001
60, 0.370001
61, 0.370001
62, 0.0
63, 0.0
64, 0.079999
65, 0.079999
66, 0.079999
67, -0.079999
68, -0.079999
69, -0.079999
70, 0.229999
71, 0.229999
72, 0.229999
73, 0.31
74, 0.31
75, -0.350001
76, 0.280001
77, 0.280001
78, -0.06
79, 0.100001
80, 0.100001
81, -0.270001
82, -0.270001
83, 0.15
84, 0.15
85, 0.15
86, 0.139999
87, 0.139999
88, -0.049999
89, -0.049999
90, -0.049999
91, -0.210001
92, -0.210001
93, -0.08
94, -0.08
95, -0.08
96, -0.399999
97, -0.399999
98, -0.399999
99, -0.23
100, -0.23
101, -0.23
102, 0.17
103, 0.17
104, 0.17
105, 0.17
106, -0.200001
107, -0.200001
108, -0.200001
109, -0.200001
110, -0.039999
111, -0.039999
112, -0.039999
113, -0.039999
114, 0.17
115, 0.17
116, 0.199999
117, 0.199999
118, -0.08
119, -0.08
120, -0.08
121, 0.050001
122, 0.050001
123, -0.66
124, -0.66
125, -0.66
127, -0.110001
128, -0.110001
129, -0.110001
130, 0.199999
131, 0.199999
132, 0.199999
133, 0.01
134, 0.01
135, 0.01
136, 0.01
137, 0.07
138, 0.07
139, 0.07
140, 0.07
141, 0.18
142, 0.18
143, 0.050001
144, 0.050001
145, 0.050001
146, 0.109998
147, 0.109998
148, -0.01
149, -0.01
150, -0.01
151, -0.01
152, 0.050001
153, 0.050001
154, 0.050001
155, 0.050001
156, 0.14
157, 0.14
158, 0.14
159, 0.14
160, 0.14
161, 0.14
162, 0.14
163, 0.14
164, 0.14
165, -0.110001
166, -0.110001
167, -0.110001
168, 0.160002
169, 0.160002
170, 0.160002
171, 0.160002
172, -0.130001
173, -0.130001
174, -0.130001
175, 0.09
176, 0.09
177, 0.09
178, -0.049999
179, -0.049999
180, -0.049999
181, -0.09
182, -0.09
183, -0.09
184, -0.09
185, 0.069999
186, 0.069999
187, 0.25
189, 0.25
190, 0.25
191, 0.25
192, -0.02
193, -0.02
194, -0.02
195, -0.100001
196, -0.100001
197, -0.100001
198, -0.100001
199, 0.16
200, 0.16
201, 0.16
202, -0.01
203, -0.01
205, -0.01
206, 0.01
207, 0.01
208, -0.019998
209, -0.230002
211, 0.279999
212, -0.439999
213, 0.459999
215, 0.459999
217, 0.120001
218, 0.120001
219, 0.120001
220, 0.049999
221, 0.049999
222, 0.049999
223, 0.049999
224, -0.139999
225, -0.139999
226, -0.139999
227, 0.029998
228, 0.029998
229, 0.25
230, 0.25
231, 0.25
232, -0.299999
233, -0.299999
234, -0.299999
235, -0.370001
236, -0.370001
237, -0.370001
238, 0.020001
239, 0.020001
240, 0.020001
241, 0.020001
242, -0.469999
243, -0.469999
244, -0.469999
245, -0.850001
246, -0.850001
247, -0.850001
248, -0.41
249, -0.41
250, -0.41
251, -0.41
252, 0.129999
253, 0.129999
254, 0.129999
255, 0.129999
256, -0.139999
258, -0.139999
259, -0.139999
260, -0.139999
261, 0.43
262, 0.43
263, 0.43
264, -0.32
265, -0.32
266, -0.32
267, 0.58
268, 0.58
269, 0.58
270, 0.58
271, 0.58
272, -0.25
273, -0.25
274, -0.25
275, 0.31
276, 0.31
277, 0.31
278, 0.31
279, 0.210001
280, 0.210001
281, 0.210001
282, 0.210001
283, -0.020001
284, -0.020001
285, -0.020001
286, 0.31
287, 0.31
288, 0.31
289, 0.03
290, 0.03
291, 0.03
292, -0.02
293, -0.02
294, 0.389999
295, 0.389999
296, 0.389999
297, 0.110001
298, 0.110001
299, 0.110001
300, 0.110001
301, 0.299999
302, 0.299999
303, 0.299999
304, 0.299999
305, 0.270001
306, 0.270001
307, 0.270001
308, 0.11
309, 0.11
310, 0.11
311, 0.07
312, 0.07
314, 0.07
315, -0.18
316, -0.18
317, -0.18
318, 0.0
319, 0.0
320, 0.0
321, 0.0
323, -0.039999
324, 0.569999
325, 0.569999
326, 0.64
327, 0.64
328, 0.64
329, 0.64
330, 0.149999
331, 0.149999
332, 0.149999
333, 0.130001
334, 0.130001
335, -0.01
336, -0.01
337, -0.01
338, 0.219999
339, 0.07
340, 0.07
341, 0.150002
342, 0.150002
343, 0.150002
344, 0.25
345, 0.25
346, 0.25
347, 0.149999
348, 0.149999
349, 0.149999
350, 0.149999
351, 0.149999
352, 0.149999
353, 0.149999
354, 0.149999
355, 0.209999
356, 0.209999
357, 0.209999
358, 0.209999
359, -0.049999
360, -0.049999
361, -0.049999
362, -0.049999
363, 0.23
364, 0.23
365, 0.23
366, 0.130001
367, 0.130001
368, 0.130001
369, -0.180001
370, -0.180001
371, -0.180001
372, -0.27
373, -0.27
374, -0.27
375, -0.27
376, -0.27
377, -0.27
378, -0.27
379, 0.19
380, 0.19
381, 0.19
383, -0.549999
384, -0.549999
385, -0.549999
386, 0.119999
387, 0.119999
388, 0.119999
389, -0.129999
390, -0.129999
391, -0.129999
392, -0.180001
393, -0.180001
394, -0.180001
395, -0.09
396, -0.09
397, -0.09
398, 0.219999
399, 0.219999
400, 0.219999
401, 0.219999
402, 0.840001
403, 0.840001
404, 0.840001
405, 0.840001
406, -0.209999
407, -0.209999
408, -0.550002
409, -0.01
410, -0.01
411, 0.25
412, 0.25
413, 0.25
414, 0.25
415, 0.210001
416, 0.210001
417, 0.210001
418, 0.280001
419, 0.280001
420, 0.280001
421, 0.280001
422, 0.280001
423, 0.259998
424, 0.259998
425, 0.259998
426, 0.259998
427, 0.050001
428, 0.050001
429, -0.18
430, -0.18
431, -0.18
432, -0.51
433, -0.51
434, -0.51
435, 0.27
436, 0.27
437, 0.27
438, 0.27
439, 0.27
440, 0.27
441, 0.27
442, 0.39
443, 0.39
444, 0.39
445, -0.23
446, -0.23
447, -0.23
448, -0.23
449, 0.66
450, 0.66
451, 0.66
452, 0.66
454, -0.290001
455, -0.290001
456, -0.290001
457, -0.290001
458, -0.290001
459, -0.24
460, -0.24
461, -0.24
462, -0.24
463, -1.069999
464, -1.069999
465, -1.069999
466, -1.069999
467, -0.090001
468, -0.090001
469, -0.090001
470, -0.090001
471, 0.41
472, 0.41
473, 0.41
474, -0.849998
475, -0.849998
476, 0.459999
477, 0.459999
478, 0.459999
479, 0.290001
480, 0.290001
481, 0.290001
482, -0.43
483, -0.43
484, -0.43
485, -0.43
486, 0.569999
487, 0.569999
488, 0.569999
489, 0.569999
490, -0.02
491, -0.02
492, -0.02
493, -0.119999
